date,sku_id,category,supplier_id,units_sold,price,promo_flag,is_black_friday_week,is_christmas_peak,stock_on_hand,stockout_flag,lead_time_days
2022-10-18,7,Storage,SUP_E,2,142.92,0,0,0,26,0,27
2022-10-19,7,Storage,SUP_E,2,141.36,0,0,0,37,0,27
2022-10-20,7,Storage,SUP_E,3,139.36,0,0,0,39,0,27
2022-10-21,7,Storage,SUP_E,4,141.12,0,0,0,23,0,27
2022-10-22,7,Storage,SUP_E,2,142.83,0,0,0,35,0,27
2022-10-23,7,Storage,SUP_E,4,139.45,0,0,0,30,0,27
2022-10-24,7,Storage,SUP_E,1,138.97,0,0,0,40,0,27
2022-10-25,7,Storage,SUP_E,2,142.4,0,0,0,42,0,27
2022-10-26,7,Storage,SUP_E,3,134.53,0,0,0,28,0,27
2022-10-27,7,Storage,SUP_E,7,135.23,0,0,0,27,0,27
2022-10-28,7,Storage,SUP_E,2,141.14,0,0,0,46,0,27
2022-10-29,7,Storage,SUP_E,2,133.93,0,0,0,27,0,27
2022-10-30,7,Storage,SUP_E,2,144.0,0,0,0,28,0,27
2022-10-31,7,Storage,SUP_E,4,137.99,0,0,0,26,0,27
2022-11-01,7,Storage,SUP_E,5,148.82,0,0,0,31,0,27
2022-11-02,7,Storage,SUP_E,1,146.78,0,0,0,29,0,27
2022-11-03,7,Storage,SUP_E,3,149.39,0,0,0,37,0,27
2022-11-04,7,Storage,SUP_E,4,144.33,0,0,0,33,0,27
2022-11-05,7,Storage,SUP_E,2,151.65,0,0,0,28,0,27
2022-11-06,7,Storage,SUP_E,4,144.93,0,0,0,41,0,27
2022-11-07,7,Storage,SUP_E,4,143.54,0,0,0,33,0,27
2022-11-08,7,Storage,SUP_E,1,141.23,0,0,0,39,0,27
2022-11-09,7,Storage,SUP_E,1,146.7,0,0,0,32,0,27
2022-11-10,7,Storage,SUP_E,4,141.88,0,0,0,38,0,27
2022-11-11,7,Storage,SUP_E,2,151.81,0,0,0,45,0,27
2022-11-12,7,Storage,SUP_E,8,149.05,0,0,0,38,0,27
2022-11-13,7,Storage,SUP_E,1,145.24,0,0,0,46,0,27
2022-11-14,7,Storage,SUP_E,2,150.05,0,0,0,37,0,27
2022-11-15,7,Storage,SUP_E,0,154.23,0,0,0,40,0,27
2022-11-16,7,Storage,SUP_E,3,148.74,0,0,0,45,0,27
2022-11-17,7,Storage,SUP_E,0,151.31,0,0,0,39,0,27
2022-11-18,7,Storage,SUP_E,2,144.25,0,0,0,28,0,27
2022-11-19,7,Storage,SUP_E,2,147.51,0,0,0,44,0,27
2022-11-20,7,Storage,SUP_E,4,141.33,0,0,0,33,0,27
2022-11-21,7,Storage,SUP_E,2,143.89,0,1,0,28,0,27
2022-11-22,7,Storage,SUP_E,2,143.04,0,1,0,44,0,27
2022-11-23,7,Storage,SUP_E,0,153.91,0,1,0,34,0,27
2022-11-24,7,Storage,SUP_E,2,142.06,0,1,0,42,0,27
2022-11-25,7,Storage,SUP_E,4,145.57,0,1,0,27,0,27
2022-11-26,7,Storage,SUP_E,0,150.94,0,1,0,29,0,27
2022-11-27,7,Storage,SUP_E,0,145.67,0,1,0,27,0,27
2022-11-28,7,Storage,SUP_E,1,152.98,0,1,0,42,0,27
2022-11-29,7,Storage,SUP_E,3,153.3,0,1,0,35,0,27
2022-11-30,7,Storage,SUP_E,1,145.24,0,0,0,26,0,27
2022-12-01,7,Storage,SUP_E,0,146.6,0,0,1,44,0,27
2022-12-02,7,Storage,SUP_E,2,146.18,0,0,1,27,0,27
2022-12-03,7,Storage,SUP_E,5,147.46,0,0,1,40,0,27
2022-12-04,7,Storage,SUP_E,3,141.03,0,0,1,37,0,27
2022-12-05,7,Storage,SUP_E,3,140.96,0,0,1,43,0,27
2022-12-06,7,Storage,SUP_E,2,142.64,0,0,1,26,0,27
2022-12-07,7,Storage,SUP_E,4,143.03,0,0,1,26,0,27
2022-12-08,7,Storage,SUP_E,4,153.27,0,0,1,36,0,27
2022-12-09,7,Storage,SUP_E,2,149.58,0,0,1,30,0,27
2022-12-10,7,Storage,SUP_E,2,147.0,0,0,1,27,0,27
2022-12-11,7,Storage,SUP_E,1,153.98,0,0,1,30,0,27
2022-12-12,7,Storage,SUP_E,1,143.35,0,0,1,40,0,27
2022-12-13,7,Storage,SUP_E,0,149.47,0,0,1,26,0,27
2022-12-14,7,Storage,SUP_E,4,151.93,0,0,1,28,0,27
2022-12-15,7,Storage,SUP_E,2,153.85,0,0,1,28,0,27
2022-12-16,7,Storage,SUP_E,2,149.99,0,0,1,29,0,27
2022-12-17,7,Storage,SUP_E,1,142.41,0,0,1,43,0,27
2022-12-18,7,Storage,SUP_E,2,146.97,0,0,1,30,0,27
2022-12-19,7,Storage,SUP_E,2,133.64,1,0,1,26,0,27
2022-12-20,7,Storage,SUP_E,3,115.7,1,0,1,28,0,27
2022-12-21,7,Storage,SUP_E,5,129.45,1,0,1,40,0,27
2022-12-22,7,Storage,SUP_E,3,116.65,1,0,1,28,0,27
2022-12-23,7,Storage,SUP_E,1,106.46,1,0,1,29,0,27
2022-12-24,7,Storage,SUP_E,1,116.94,1,0,1,46,0,27
2022-12-25,7,Storage,SUP_E,1,125.84,1,0,0,32,0,27
2022-12-26,7,Storage,SUP_E,2,154.29,0,0,0,43,0,27
2022-12-27,7,Storage,SUP_E,2,150.91,0,0,0,32,0,27
2022-12-28,7,Storage,SUP_E,1,144.81,0,0,0,37,0,27
2022-12-29,7,Storage,SUP_E,2,151.12,0,0,0,34,0,27
2022-12-30,7,Storage,SUP_E,5,144.19,0,0,0,36,0,27
2022-12-31,7,Storage,SUP_E,2,150.46,0,0,0,37,0,27
2023-01-01,7,Storage,SUP_E,0,143.58,0,0,0,44,0,27
2023-01-02,7,Storage,SUP_E,4,99.01,1,0,0,44,0,27
2023-01-03,7,Storage,SUP_E,2,120.92,1,0,0,34,0,27
2023-01-04,7,Storage,SUP_E,1,117.38,1,0,0,33,0,27
2023-01-05,7,Storage,SUP_E,1,123.37,1,0,0,42,0,27
2023-01-06,7,Storage,SUP_E,1,102.24,1,0,0,33,0,27
2023-01-07,7,Storage,SUP_E,5,120.87,1,0,0,35,0,27
2023-01-08,7,Storage,SUP_E,5,108.36,1,0,0,28,0,27
2023-01-09,7,Storage,SUP_E,1,146.04,0,0,0,36,0,27
2023-01-10,7,Storage,SUP_E,2,135.55,0,0,0,29,0,27
2023-01-11,7,Storage,SUP_E,1,138.97,0,0,0,43,0,27
2023-01-12,7,Storage,SUP_E,0,134.74,0,0,0,38,0,27
2023-01-13,7,Storage,SUP_E,4,138.42,0,0,0,41,0,27
2023-01-14,7,Storage,SUP_E,3,137.55,0,0,0,26,0,27
2023-01-15,7,Storage,SUP_E,0,144.52,0,0,0,29,0,27
2023-01-16,7,Storage,SUP_E,2,135.6,0,0,0,39,0,27
2023-01-17,7,Storage,SUP_E,1,144.99,0,0,0,31,0,27
2023-01-18,7,Storage,SUP_E,1,139.62,0,0,0,37,0,27
2023-01-19,7,Storage,SUP_E,3,142.91,0,0,0,26,0,27
2023-01-20,7,Storage,SUP_E,1,133.99,0,0,0,26,0,27
2023-01-21,7,Storage,SUP_E,2,142.61,0,0,0,29,0,27
2023-01-22,7,Storage,SUP_E,0,139.54,0,0,0,27,0,27
2023-01-23,7,Storage,SUP_E,3,140.23,0,0,0,25,0,27
2023-01-24,7,Storage,SUP_E,1,143.54,0,0,0,31,0,27
2023-01-25,7,Storage,SUP_E,1,140.99,0,0,0,25,0,27
2023-01-26,7,Storage,SUP_E,2,138.4,0,0,0,25,0,27
2023-01-27,7,Storage,SUP_E,1,140.26,0,0,0,32,0,27
2023-01-28,7,Storage,SUP_E,5,144.4,0,0,0,31,0,27
2023-01-29,7,Storage,SUP_E,2,140.33,0,0,0,37,0,27
2023-01-30,7,Storage,SUP_E,0,145.77,0,0,0,33,0,27
2023-01-31,7,Storage,SUP_E,4,140.54,0,0,0,35,0,27
2023-02-01,7,Storage,SUP_E,1,142.85,0,0,0,28,0,27
2023-02-02,7,Storage,SUP_E,0,140.21,0,0,0,39,0,27
2023-02-03,7,Storage,SUP_E,3,135.75,0,0,0,36,0,27
2023-02-04,7,Storage,SUP_E,1,135.22,0,0,0,32,0,27
2023-02-05,7,Storage,SUP_E,2,136.52,0,0,0,45,0,27
2023-02-06,7,Storage,SUP_E,2,139.58,0,0,0,25,0,27
2023-02-07,7,Storage,SUP_E,0,136.72,0,0,0,33,0,27
2023-02-08,7,Storage,SUP_E,3,137.07,0,0,0,26,0,27
2023-02-09,7,Storage,SUP_E,0,146.02,0,0,0,41,0,27
2023-02-10,7,Storage,SUP_E,2,136.97,0,0,0,37,0,27
2023-02-11,7,Storage,SUP_E,1,136.56,0,0,0,35,0,27
2023-02-12,7,Storage,SUP_E,0,144.13,0,0,0,39,0,27
2023-02-13,7,Storage,SUP_E,3,139.52,0,0,0,30,0,27
2023-02-14,7,Storage,SUP_E,2,145.19,0,0,0,33,0,27
2023-02-15,7,Storage,SUP_E,1,135.5,0,0,0,42,0,27
2023-02-16,7,Storage,SUP_E,0,143.22,0,0,0,42,0,27
2023-02-17,7,Storage,SUP_E,2,146.22,0,0,0,37,0,27
2023-02-18,7,Storage,SUP_E,3,143.38,0,0,0,28,0,27
2023-02-19,7,Storage,SUP_E,0,147.02,0,0,0,29,0,27
2023-02-20,7,Storage,SUP_E,2,144.48,0,0,0,27,0,27
2023-02-21,7,Storage,SUP_E,1,139.65,0,0,0,41,0,27
2023-02-22,7,Storage,SUP_E,0,145.0,0,0,0,27,0,27
2023-02-23,7,Storage,SUP_E,0,133.99,0,0,0,32,0,27
2023-02-24,7,Storage,SUP_E,1,147.63,0,0,0,47,0,27
2023-02-25,7,Storage,SUP_E,3,135.97,0,0,0,41,0,27
2023-02-26,7,Storage,SUP_E,1,141.1,0,0,0,41,0,27
2023-02-27,7,Storage,SUP_E,0,134.68,0,0,0,45,0,27
2023-02-28,7,Storage,SUP_E,3,140.31,0,0,0,29,0,27
2023-03-01,7,Storage,SUP_E,3,136.78,0,0,0,43,0,27
2023-03-02,7,Storage,SUP_E,1,135.18,0,0,0,42,0,27
2023-03-03,7,Storage,SUP_E,1,141.62,0,0,0,41,0,27
2023-03-04,7,Storage,SUP_E,2,142.96,0,0,0,28,0,27
2023-03-05,7,Storage,SUP_E,1,143.27,0,0,0,42,0,27
2023-03-06,7,Storage,SUP_E,1,139.05,0,0,0,31,0,27
2023-03-07,7,Storage,SUP_E,1,136.32,0,0,0,36,0,27
2023-03-08,7,Storage,SUP_E,4,144.29,0,0,0,23,0,27
2023-03-09,7,Storage,SUP_E,0,138.27,0,0,0,30,0,27
2023-03-10,7,Storage,SUP_E,1,147.33,0,0,0,44,0,27
2023-03-11,7,Storage,SUP_E,4,136.98,0,0,0,36,0,27
2023-03-12,7,Storage,SUP_E,2,140.75,0,0,0,25,0,27
2023-03-13,7,Storage,SUP_E,4,131.96,1,0,0,36,0,27
2023-03-14,7,Storage,SUP_E,1,116.52,1,0,0,45,0,27
2023-03-15,7,Storage,SUP_E,3,123.39,1,0,0,42,0,27
2023-03-16,7,Storage,SUP_E,3,101.62,1,0,0,41,0,27
2023-03-17,7,Storage,SUP_E,3,125.69,1,0,0,31,0,27
2023-03-18,7,Storage,SUP_E,2,112.2,1,0,0,31,0,27
2023-03-19,7,Storage,SUP_E,3,100.8,1,0,0,40,0,27
2023-03-20,7,Storage,SUP_E,1,134.05,0,0,0,35,0,27
2023-03-21,7,Storage,SUP_E,1,137.1,0,0,0,34,0,27
2023-03-22,7,Storage,SUP_E,2,141.61,0,0,0,42,0,27
2023-03-23,7,Storage,SUP_E,0,141.46,0,0,0,45,0,27
2023-03-24,7,Storage,SUP_E,0,146.57,0,0,0,39,0,27
2023-03-25,7,Storage,SUP_E,2,144.02,0,0,0,42,0,27
2023-03-26,7,Storage,SUP_E,1,140.98,0,0,0,28,0,27
2023-03-27,7,Storage,SUP_E,2,142.48,0,0,0,26,0,27
2023-03-28,7,Storage,SUP_E,0,145.58,0,0,0,27,0,27
2023-03-29,7,Storage,SUP_E,0,146.8,0,0,0,36,0,27
2023-03-30,7,Storage,SUP_E,1,137.41,0,0,0,36,0,27
2023-03-31,7,Storage,SUP_E,3,138.77,0,0,0,28,0,27
2023-04-01,7,Storage,SUP_E,1,138.06,0,0,0,31,0,27
2023-04-02,7,Storage,SUP_E,2,137.49,0,0,0,42,0,27
2023-04-03,7,Storage,SUP_E,2,144.36,0,0,0,45,0,27
2023-04-04,7,Storage,SUP_E,0,145.73,0,0,0,45,0,27
2023-04-05,7,Storage,SUP_E,1,141.56,0,0,0,31,0,27
2023-04-06,7,Storage,SUP_E,0,147.01,0,0,0,37,0,27
2023-04-07,7,Storage,SUP_E,1,140.7,0,0,0,42,0,27
2023-04-08,7,Storage,SUP_E,1,136.12,0,0,0,33,0,27
2023-04-09,7,Storage,SUP_E,1,134.02,0,0,0,37,0,27
2023-04-10,7,Storage,SUP_E,2,103.04,1,0,0,27,0,27
2023-04-11,7,Storage,SUP_E,1,101.0,1,0,0,27,0,27
2023-04-12,7,Storage,SUP_E,2,115.56,1,0,0,25,0,27
2023-04-13,7,Storage,SUP_E,3,111.34,1,0,0,37,0,27
2023-04-14,7,Storage,SUP_E,4,115.93,1,0,0,32,0,27
2023-04-15,7,Storage,SUP_E,3,118.88,1,0,0,39,0,27
2023-04-16,7,Storage,SUP_E,1,125.35,1,0,0,47,0,27
2023-04-17,7,Storage,SUP_E,0,141.21,0,0,0,42,0,27
2023-04-18,7,Storage,SUP_E,2,133.63,0,0,0,26,0,27
2023-04-19,7,Storage,SUP_E,1,145.9,0,0,0,27,0,27
2023-04-20,7,Storage,SUP_E,2,135.47,0,0,0,30,0,27
2023-04-21,7,Storage,SUP_E,1,147.22,0,0,0,38,0,27
2023-04-22,7,Storage,SUP_E,3,142.92,0,0,0,42,0,27
2023-04-23,7,Storage,SUP_E,1,137.59,0,0,0,30,0,27
2023-04-24,7,Storage,SUP_E,0,145.94,0,0,0,33,0,27
2023-04-25,7,Storage,SUP_E,1,147.53,0,0,0,43,0,27
2023-04-26,7,Storage,SUP_E,3,136.06,0,0,0,39,0,27
2023-04-27,7,Storage,SUP_E,2,147.06,0,0,0,38,0,27
2023-04-28,7,Storage,SUP_E,2,138.05,0,0,0,35,0,27
2023-04-29,7,Storage,SUP_E,1,143.2,0,0,0,43,0,27
2023-04-30,7,Storage,SUP_E,2,146.4,0,0,0,41,0,27
2023-05-01,7,Storage,SUP_E,2,134.45,0,0,0,28,0,27
2023-05-02,7,Storage,SUP_E,0,140.75,0,0,0,40,0,27
2023-05-03,7,Storage,SUP_E,1,134.81,0,0,0,42,0,27
2023-05-04,7,Storage,SUP_E,0,142.53,0,0,0,36,0,27
2023-05-05,7,Storage,SUP_E,0,140.96,0,0,0,43,0,27
2023-05-06,7,Storage,SUP_E,1,135.61,0,0,0,38,0,27
2023-05-07,7,Storage,SUP_E,2,142.91,0,0,0,24,0,27
2023-05-08,7,Storage,SUP_E,4,136.82,0,0,0,29,0,27
2023-05-09,7,Storage,SUP_E,2,135.83,0,0,0,42,0,27
2023-05-10,7,Storage,SUP_E,0,138.35,0,0,0,31,0,27
2023-05-11,7,Storage,SUP_E,0,136.03,0,0,0,37,0,27
2023-05-12,7,Storage,SUP_E,1,143.84,0,0,0,45,0,27
2023-05-13,7,Storage,SUP_E,0,134.77,0,0,0,33,0,27
2023-05-14,7,Storage,SUP_E,1,143.68,0,0,0,37,0,27
2023-05-15,7,Storage,SUP_E,1,139.25,0,0,0,43,0,27
2023-05-16,7,Storage,SUP_E,0,138.97,0,0,0,26,0,27
2023-05-17,7,Storage,SUP_E,2,142.24,0,0,0,43,0,27
2023-05-18,7,Storage,SUP_E,1,147.62,0,0,0,26,0,27
2023-05-19,7,Storage,SUP_E,0,146.06,0,0,0,32,0,27
2023-05-20,7,Storage,SUP_E,2,143.25,0,0,0,34,0,27
2023-05-21,7,Storage,SUP_E,1,135.24,0,0,0,41,0,27
2023-05-22,7,Storage,SUP_E,6,122.42,1,0,0,23,0,27
2023-05-23,7,Storage,SUP_E,1,98.4,1,0,0,37,0,27
2023-05-24,7,Storage,SUP_E,4,105.8,1,0,0,40,0,27
2023-05-25,7,Storage,SUP_E,2,123.14,1,0,0,43,0,27
2023-05-26,7,Storage,SUP_E,1,110.82,1,0,0,35,0,27
2023-05-27,7,Storage,SUP_E,5,112.15,1,0,0,40,0,27
2023-05-28,7,Storage,SUP_E,3,107.02,1,0,0,43,0,27
2023-05-29,7,Storage,SUP_E,2,109.32,1,0,0,43,0,27
2023-05-30,7,Storage,SUP_E,2,110.0,1,0,0,34,0,27
2023-05-31,7,Storage,SUP_E,1,107.01,1,0,0,43,0,27
2023-06-01,7,Storage,SUP_E,5,106.31,1,0,0,21,0,27
2023-06-02,7,Storage,SUP_E,2,103.1,1,0,0,39,0,27
2023-06-03,7,Storage,SUP_E,2,117.22,1,0,0,27,0,27
2023-06-04,7,Storage,SUP_E,2,108.11,1,0,0,26,0,27
2023-06-05,7,Storage,SUP_E,1,133.98,0,0,0,36,0,27
2023-06-06,7,Storage,SUP_E,0,146.16,0,0,0,40,0,27
2023-06-07,7,Storage,SUP_E,0,145.24,0,0,0,34,0,27
2023-06-08,7,Storage,SUP_E,0,137.18,0,0,0,39,0,27
2023-06-09,7,Storage,SUP_E,0,134.43,0,0,0,40,0,27
2023-06-10,7,Storage,SUP_E,2,146.93,0,0,0,29,0,27
2023-06-11,7,Storage,SUP_E,0,146.34,0,0,0,40,0,27
2023-06-12,7,Storage,SUP_E,0,143.09,0,0,0,44,0,27
2023-06-13,7,Storage,SUP_E,0,138.99,0,0,0,30,0,27
2023-06-14,7,Storage,SUP_E,2,143.14,0,0,0,39,0,27
2023-06-15,7,Storage,SUP_E,0,141.42,0,0,0,40,0,27
2023-06-16,7,Storage,SUP_E,1,138.23,0,0,0,26,0,27
2023-06-17,7,Storage,SUP_E,3,139.17,0,0,0,33,0,27
2023-06-18,7,Storage,SUP_E,2,135.82,0,0,0,33,0,27
2023-06-19,7,Storage,SUP_E,0,146.96,0,0,0,30,0,27
2023-06-20,7,Storage,SUP_E,1,146.57,0,0,0,39,0,27
2023-06-21,7,Storage,SUP_E,1,136.07,0,0,0,33,0,27
2023-06-22,7,Storage,SUP_E,1,143.62,0,0,0,29,0,27
2023-06-23,7,Storage,SUP_E,1,140.76,0,0,0,38,0,27
2023-06-24,7,Storage,SUP_E,0,146.6,0,0,0,44,0,27
2023-06-25,7,Storage,SUP_E,1,134.07,0,0,0,36,0,27
2023-06-26,7,Storage,SUP_E,1,106.83,1,0,0,29,0,27
2023-06-27,7,Storage,SUP_E,2,107.34,1,0,0,41,0,27
2023-06-28,7,Storage,SUP_E,2,122.48,1,0,0,42,0,27
2023-06-29,7,Storage,SUP_E,2,111.5,1,0,0,26,0,27
2023-06-30,7,Storage,SUP_E,2,125.28,1,0,0,43,0,27
2023-07-01,7,Storage,SUP_E,1,117.85,1,0,0,30,0,27
2023-07-02,7,Storage,SUP_E,1,99.82,1,0,0,45,0,27
2023-07-03,7,Storage,SUP_E,0,139.6,0,0,0,45,0,27
2023-07-04,7,Storage,SUP_E,0,135.08,0,0,0,29,0,27
2023-07-05,7,Storage,SUP_E,0,139.64,0,0,0,42,0,27
2023-07-06,7,Storage,SUP_E,0,143.48,0,0,0,48,0,27
2023-07-07,7,Storage,SUP_E,4,137.46,0,0,0,42,0,27
2023-07-08,7,Storage,SUP_E,1,146.78,0,0,0,33,0,27
2023-07-09,7,Storage,SUP_E,0,138.44,0,0,0,33,0,27
2023-07-10,7,Storage,SUP_E,1,139.59,0,0,0,34,0,27
2023-07-11,7,Storage,SUP_E,1,146.93,0,0,0,41,0,27
2023-07-12,7,Storage,SUP_E,1,147.19,0,0,0,25,0,27
2023-07-13,7,Storage,SUP_E,0,144.92,0,0,0,42,0,27
2023-07-14,7,Storage,SUP_E,0,141.97,0,0,0,38,0,27
2023-07-15,7,Storage,SUP_E,1,147.58,0,0,0,47,0,27
2023-07-16,7,Storage,SUP_E,2,141.49,0,0,0,38,0,27
2023-07-17,7,Storage,SUP_E,0,142.51,0,0,0,40,0,27
2023-07-18,7,Storage,SUP_E,1,143.42,0,0,0,35,0,27
2023-07-19,7,Storage,SUP_E,0,138.05,0,0,0,27,0,27
2023-07-20,7,Storage,SUP_E,0,134.58,0,0,0,47,0,27
2023-07-21,7,Storage,SUP_E,0,145.1,0,0,0,46,0,27
2023-07-22,7,Storage,SUP_E,1,141.99,0,0,0,30,0,27
2023-07-23,7,Storage,SUP_E,0,141.58,0,0,0,34,0,27
2023-07-24,7,Storage,SUP_E,2,134.43,0,0,0,29,0,27
2023-07-25,7,Storage,SUP_E,2,143.16,0,0,0,37,0,27
2023-07-26,7,Storage,SUP_E,1,141.98,0,0,0,36,0,27
2023-07-27,7,Storage,SUP_E,0,146.09,0,0,0,44,0,27
2023-07-28,7,Storage,SUP_E,0,147.47,0,0,0,31,0,27
2023-07-29,7,Storage,SUP_E,0,146.88,0,0,0,36,0,27
2023-07-30,7,Storage,SUP_E,1,145.89,0,0,0,44,0,27
2023-07-31,7,Storage,SUP_E,1,147.17,0,0,0,35,0,27
2023-08-01,7,Storage,SUP_E,1,139.04,0,0,0,46,0,27
2023-08-02,7,Storage,SUP_E,0,139.28,0,0,0,42,0,27
2023-08-03,7,Storage,SUP_E,1,139.42,0,0,0,45,0,27
2023-08-04,7,Storage,SUP_E,1,143.05,0,0,0,39,0,27
2023-08-05,7,Storage,SUP_E,1,134.62,0,0,0,39,0,27
2023-08-06,7,Storage,SUP_E,1,136.9,0,0,0,30,0,27
2023-08-07,7,Storage,SUP_E,1,135.15,0,0,0,26,0,27
2023-08-08,7,Storage,SUP_E,0,140.46,0,0,0,40,0,27
2023-08-09,7,Storage,SUP_E,0,139.71,0,0,0,27,0,27
2023-08-10,7,Storage,SUP_E,0,145.75,0,0,0,41,0,27
2023-08-11,7,Storage,SUP_E,1,138.14,0,0,0,35,0,27
2023-08-12,7,Storage,SUP_E,2,135.82,0,0,0,34,0,27
2023-08-13,7,Storage,SUP_E,2,139.42,0,0,0,41,0,27
2023-08-14,7,Storage,SUP_E,0,141.77,0,0,0,48,0,27
2023-08-15,7,Storage,SUP_E,0,134.22,0,0,0,40,0,27
2023-08-16,7,Storage,SUP_E,0,136.3,0,0,0,27,0,27
2023-08-17,7,Storage,SUP_E,0,145.63,0,0,0,42,0,27
2023-08-18,7,Storage,SUP_E,0,146.23,0,0,0,41,0,27
2023-08-19,7,Storage,SUP_E,1,143.88,0,0,0,33,0,27
2023-08-20,7,Storage,SUP_E,0,137.66,0,0,0,26,0,27
2023-08-21,7,Storage,SUP_E,1,140.93,0,0,0,25,0,27
2023-08-22,7,Storage,SUP_E,1,142.48,0,0,0,27,0,27
2023-08-23,7,Storage,SUP_E,0,135.16,0,0,0,40,0,27
2023-08-24,7,Storage,SUP_E,0,142.29,0,0,0,29,0,27
2023-08-25,7,Storage,SUP_E,1,135.39,0,0,0,26,0,27
2023-08-26,7,Storage,SUP_E,0,146.14,0,0,0,29,0,27
2023-08-27,7,Storage,SUP_E,1,144.9,0,0,0,44,0,27
2023-08-28,7,Storage,SUP_E,1,144.81,0,0,0,26,0,27
2023-08-29,7,Storage,SUP_E,0,142.7,0,0,0,36,0,27
2023-08-30,7,Storage,SUP_E,3,142.05,0,0,0,24,0,27
2023-08-31,7,Storage,SUP_E,1,143.66,0,0,0,45,0,27
2023-09-01,7,Storage,SUP_E,0,146.3,0,0,0,41,0,27
2023-09-02,7,Storage,SUP_E,0,138.96,0,0,0,37,0,27
2023-09-03,7,Storage,SUP_E,1,141.37,0,0,0,28,0,27
2023-09-04,7,Storage,SUP_E,3,141.37,0,0,0,36,0,27
2023-09-05,7,Storage,SUP_E,1,143.34,0,0,0,37,0,27
2023-09-06,7,Storage,SUP_E,0,135.32,0,0,0,41,0,27
2023-09-07,7,Storage,SUP_E,3,142.63,0,0,0,26,0,27
2023-09-08,7,Storage,SUP_E,2,145.89,0,0,0,24,0,27
2023-09-09,7,Storage,SUP_E,2,134.57,0,0,0,36,0,27
2023-09-10,7,Storage,SUP_E,1,146.02,0,0,0,32,0,27
2023-09-11,7,Storage,SUP_E,1,133.76,0,0,0,34,0,27
2023-09-12,7,Storage,SUP_E,2,137.53,0,0,0,37,0,27
2023-09-13,7,Storage,SUP_E,1,146.41,0,0,0,37,0,27
2023-09-14,7,Storage,SUP_E,0,143.04,0,0,0,44,0,27
2023-09-15,7,Storage,SUP_E,2,144.54,0,0,0,40,0,27
2023-09-16,7,Storage,SUP_E,2,133.89,0,0,0,45,0,27
2023-09-17,7,Storage,SUP_E,3,138.63,0,0,0,39,0,27
2023-09-18,7,Storage,SUP_E,1,143.07,0,0,0,39,0,27
2023-09-19,7,Storage,SUP_E,3,146.81,0,0,0,28,0,27
2023-09-20,7,Storage,SUP_E,2,142.59,0,0,0,34,0,27
2023-09-21,7,Storage,SUP_E,3,134.41,0,0,0,45,0,27
2023-09-22,7,Storage,SUP_E,1,142.43,0,0,0,26,0,27
2023-09-23,7,Storage,SUP_E,0,142.51,0,0,0,35,0,27
2023-09-24,7,Storage,SUP_E,1,145.79,0,0,0,40,0,27
2023-09-25,7,Storage,SUP_E,2,144.51,0,0,0,31,0,27
2023-09-26,7,Storage,SUP_E,0,143.2,0,0,0,29,0,27
2023-09-27,7,Storage,SUP_E,1,138.28,0,0,0,35,0,27
2023-09-28,7,Storage,SUP_E,2,145.98,0,0,0,35,0,27
2023-09-29,7,Storage,SUP_E,0,141.03,0,0,0,30,0,27
2023-09-30,7,Storage,SUP_E,2,140.33,0,0,0,29,0,27
2023-10-01,7,Storage,SUP_E,3,140.64,0,0,0,23,0,27
2023-10-02,7,Storage,SUP_E,1,142.87,0,0,0,43,0,27
2023-10-03,7,Storage,SUP_E,6,140.43,0,0,0,31,0,27
2023-10-04,7,Storage,SUP_E,1,137.29,0,0,0,44,0,27
2023-10-05,7,Storage,SUP_E,3,136.21,0,0,0,36,0,27
2023-10-06,7,Storage,SUP_E,5,137.62,0,0,0,34,0,27
2023-10-07,7,Storage,SUP_E,2,135.21,0,0,0,41,0,27
2023-10-08,7,Storage,SUP_E,3,143.18,0,0,0,43,0,27
2023-10-09,7,Storage,SUP_E,3,125.07,1,0,0,41,0,27
2023-10-10,7,Storage,SUP_E,2,115.31,1,0,0,45,0,27
2023-10-11,7,Storage,SUP_E,2,95.9,1,0,0,37,0,27
2023-10-12,7,Storage,SUP_E,4,114.31,1,0,0,44,0,27
2023-10-13,7,Storage,SUP_E,6,114.57,1,0,0,39,0,27
2023-10-14,7,Storage,SUP_E,0,95.88,1,0,0,29,0,27
2023-10-15,7,Storage,SUP_E,4,120.31,1,0,0,37,0,27
2023-10-16,7,Storage,SUP_E,1,147.46,0,0,0,30,0,27
2023-10-17,7,Storage,SUP_E,2,145.99,0,0,0,24,0,27
2023-10-18,7,Storage,SUP_E,2,134.01,0,0,0,33,0,27
2023-10-19,7,Storage,SUP_E,1,138.61,0,0,0,46,0,27
2023-10-20,7,Storage,SUP_E,2,135.11,0,0,0,30,0,27
2023-10-21,7,Storage,SUP_E,2,146.96,0,0,0,25,0,27
2023-10-22,7,Storage,SUP_E,1,133.62,0,0,0,28,0,27
2023-10-23,7,Storage,SUP_E,1,143.76,0,0,0,25,0,27
2023-10-24,7,Storage,SUP_E,2,141.76,0,0,0,30,0,27
2023-10-25,7,Storage,SUP_E,2,145.06,0,0,0,29,0,27
2023-10-26,7,Storage,SUP_E,1,140.59,0,0,0,33,0,27
2023-10-27,7,Storage,SUP_E,0,140.15,0,0,0,27,0,27
2023-10-28,7,Storage,SUP_E,4,138.35,0,0,0,22,0,27
